Rooms,DistCenter,Area,Price,AdmArea,District,Lat,Long,Address
2,6.473107,55,11376,Северо-Восточный административный округ,район Марьина Роща,55.810000,37.610000,"Шереметьевская улица, дом 41"
1,15.051803,30,4099,Южный административный округ,район Царицыно,55.620000,37.670000,"Севанская улица, дом 4"
3,11.361920,66,11517,Южный административный округ,Нагорный район,55.650000,37.610000,"Черноморский бульвар, дом 10, корпус 1"
1,15.292428,24,4302,Северо-Западный административный округ,район Южное Тушино,55.840000,37.430000,"улица Фабрициуса, дом 29, корпус 1"
1,6.612698,30,6906,Восточный административный округ,район Сокольники,55.800000,37.680000,"5-й Лучевой просек, дом 1"
1,6.264223,24,4449,Восточный административный округ,район Сокольники,55.800000,37.670000,"3-й Лучевой просек, дом 1, строение 1"
2,5.178346,56,10798,Северный административный округ,район Беговой,55.790000,37.570000,"улица Новая Башиловка, дом 14"
1,12.757497,30,4959,Восточный административный округ,район Восточное Измайлово,55.790000,37.810000,"Нижняя Первомайская улица, дом 51, строение 3"
1,13.619873,31,5513,Северо-Западный административный округ,район Покровское-Стрешнево,55.830000,37.450000,"улица Свободы, дом 6/3"
3,14.792975,70,11500,Южный административный округ,район Чертаново Центральное,55.620000,37.590000,"Чертановская улица, дом 24, корпус 1"
3,18.865426,77,11113,Северо-Западный административный округ,район Митино,55.840000,37.360000,"Пенягинская улица, дом 14"
3,15.776729,77,13163,Северный административный округ,район Восточное Дегунино,55.890000,37.560000,"Керамический проезд, дом 65, корпус 1"
1,17.043281,21,3291,Новомосковский административный округ,поселение "Мосрентген",55.620000,37.480000,"посёлок завода Мосрентген, дом 39"
3,3.119485,64,14645,Центральный административный округ,Мещанский район,55.780000,37.620000,"Большая Екатерининская улица, дом 27"
3,11.153065,64,13648,Юго-Восточный административный округ,район Печатники,55.670000,37.720000,"Шоссейная улица, дом 78"
1,3.535880,28,5071,Центральный административный округ,Таганский район,55.740000,37.670000,"Таганская улица, дом 40-42"
3,6.449577,79,10687,Северный административный округ,Савёловский район,55.800000,37.560000,"Старый Петровско-Разумовский проезд, дом 5-13"
2,13.650306,44,7656,Восточный административный округ,район Ивановское,55.780000,37.830000,"улица Чечулина, дом 10"
3,10.784235,64,12492,Восточный административный округ,район Метрогородок,55.830000,37.720000,"Лосиноостровская улица, дом 31"
3,16.739282,69,12526,Северо-Восточный административный округ,район Лианозово,55.900000,37.570000,"Абрамцевская улица, дом 9, корпус 1, строение 1"
3,10.144390,78,15547,Северо-Восточный административный округ,район Ростокино,55.840000,37.660000,"улица Бажова, дом 13, корпус 1"
2,8.656859,41,7421,Южный административный округ,район Нагатинский Затон,55.680000,37.670000,"Судостроительная улица, дом 1"
2,15.374037,50,9454,Восточный административный округ,район Новокосино,55.730000,37.860000,"Салтыковская улица, дом 7, корпус 1, строение 1"
2,16.084519,57,9291,Юго-Западный административный округ,район Ясенево,55.610000,37.570000,"улица Красного Маяка, дом 28"
1,13.296813,24,4289,Восточный административный округ,район Ивановское,55.750000,37.830000,"Федеративный проспект, дом 37А"
3,10.791908,58,8477,Восточный административный округ,район Новогиреево,55.750000,37.790000,"Утренняя улица, дом 12"
2,11.962702,49,8386,Восточный административный округ,район Вешняки,55.720000,37.800000,"улица Красный Казанец, дом 3А"
1,13.038046,33,6697,Юго-Восточный административный округ,район Марьино,55.650000,37.720000,"Новочеркасский бульвар, дом 17"
2,15.371101,49,8126,Северный административный округ,район Ховрино,55.870000,37.490000,"Зеленоградская улица, дом 33Б"
3,18.112849,66,10244,Южный административный округ,район Чертаново Южное,55.590000,37.590000,"Варшавское шоссе, дом 156Б"
2,10.345653,48,9416,Юго-Западный административный округ,Обручевский район,55.670000,37.540000,"Воронцовский парк, дом 3"
2,9.289932,41,8360,Юго-Западный административный округ,район Котловка,55.670000,37.590000,"Севастопольский проспект, дом 37"
2,13.246476,48,7614,Северо-Восточный административный округ,район Отрадное,55.870000,37.590000,"улица Римского-Корсакова, дом 8"
2,4.317727,45,9594,Северный административный округ,район Беговой,55.780000,37.570000,"Скаковая улица, дом 34, корпус 3"
1,13.206055,22,4495,Северо-Восточный административный округ,район Южное Медведково,55.870000,37.640000,"проезд Дежнёва, дом 15, корпус 1"
2,5.372382,54,11687,Южный административный округ,Даниловский район,55.710000,37.660000,"улица Ленинская Слобода, дом 4"
3,14.344140,70,11808,Северо-Восточный административный округ,Ярославский район,55.870000,37.710000,"Лосевская улица, дом 1, корпус 4"
3,12.760916,71,11371,Юго-Восточный административный округ,район Люблино,55.670000,37.760000,"Новороссийская улица, дом 32"
2,19.192882,49,8452,Южный административный округ,район Бирюлёво Западное,55.580000,37.640000,"Востряковский проезд, дом 5Б"
1,15.593899,25,4349,Южный административный округ,район Братеево,55.630000,37.740000,"улица Борисовские Пруды, дом 12, корпус 2"
1,10.618439,33,5585,Северный административный округ,район Коптево,55.830000,37.520000,"Новопетровская улица, дом 1А"
2,12.965607,39,6593,Северный административный округ,район Западное Дегунино,55.860000,37.540000,"Дегунинская улица, дом 2"
3,17.566888,64,11595,Южный административный округ,район Орехово-Борисово Южное,55.610000,37.740000,"Ясеневая улица, дом 35, корпус 2"
2,14.634631,59,9119,Юго-Восточный административный округ,район Марьино,55.640000,37.740000,"Батайский проезд, дом 45"
3,12.888356,66,10577,Южный административный округ,район Москворечье-Сабурово,55.640000,37.670000,"улица Кошкина, дом 13, корпус 2"
3,16.572388,64,9436,Южный административный округ,район Зябликово,55.620000,37.740000,"Шипиловская улица, дом 46, корпус 3"
3,13.622878,67,10318,Южный административный округ,район Чертаново Северное,55.630000,37.600000,"микрорайон Северное Чертаново, корпус 809"
2,14.707385,49,8801,Северо-Западный административный округ,район Южное Тушино,55.850000,37.460000,"улица Свободы, дом 42, корпус 2"
2,9.074689,56,9532,Северо-Восточный административный округ,район Ростокино,55.830000,37.660000,"проезд Кадомцева, дом 15"
1,7.569222,32,6398,Северо-Восточный административный округ,Останкинский район,55.820000,37.620000,"Аргуновская улица, дом 8"
2,11.581230,59,9146,Северо-Восточный административный округ,Ярославский район,55.850000,37.680000,"Ярославское шоссе, дом 12, корпус 1"
1,8.996143,27,5632,Северо-Восточный административный округ,Бутырский район,55.830000,37.580000,"улица Яблочкова, дом 35А"
3,13.081104,69,11240,Западный административный округ,район Кунцево,55.740000,37.410000,"Рублёвское шоссе, дом 111"
1,16.679554,34,5532,Западный административный округ,район Кунцево,55.790000,37.360000,"2-я Новорублёвская улица, дом 6"
1,13.858895,25,4416,Западный административный округ,район Кунцево,55.730000,37.400000,"улица Боженко, дом 9"
1,13.242717,27,5302,Западный административный округ,район Кунцево,55.730000,37.410000,"Ярцевская улица, дом 4"
1,8.854162,27,4909,Западный административный округ,район Филёвский Парк,55.770000,37.480000,"Филёвский бульвар, дом 21"
2,12.622702,52,10378,Западный административный округ,район Тропарёво-Никулино,55.660000,37.500000,"улица 26-ти Бакинских Комиссаров, дом 2, корпус 4"
2,13.704395,57,8655,Западный административный округ,район Кунцево,55.740000,37.400000,"Партизанская улица, дом 36"
2,8.969571,42,8008,Западный административный округ,район Фили-Давыдково,55.730000,37.480000,"улица Герасима Курина, дом 14, корпус 1"
1,4.437966,33,7320,Южный административный округ,Даниловский район,55.720000,37.660000,"Крутицкая набережная, дом 17"
2,13.039867,49,8090,Западный административный округ,район Крылатское,55.760000,37.410000,"Осенний бульвар, дом 10, корпус 2"
1,15.591922,31,4756,Восточный административный округ,район Косино-Ухтомский,55.720000,37.860000,"Оранжерейная улица, дом 13А"
3,11.779642,83,11384,Западный административный округ,район Раменки,55.680000,37.480000,"улица Лобачевского, дом 98"
1,12.323475,29,5772,Северо-Западный административный округ,район Щукино,55.810000,37.450000,"Авиационная улица, дом 70, корпус 4"
2,8.854162,56,11608,Северо-Западный административный округ,район Хорошёво-Мнёвники,55.770000,37.480000,"улица Народного Ополчения, дом 16, корпус 4"
1,15.078470,31,6528,Северо-Западный административный округ,район Строгино,55.810000,37.400000,"улица Кулакова, дом 3, корпус 1"
3,15.585850,56,8008,Северо-Западный административный округ,район Строгино,55.820000,37.400000,"улица Кулакова, дом 2, корпус 2"
1,11.530737,25,4606,Юго-Восточный административный округ,район Люблино,55.680000,37.750000,"Спортивный проезд, дом 3А"
1,7.397483,29,5271,Северный административный округ,Тимирязевский район,55.810000,37.560000,"улица Вучетича, дом 6"
1,12.456137,35,7569,Северо-Восточный административный округ,Бабушкинский район,55.860000,37.670000,"Радужная улица, дом 7"
3,16.490707,56,10581,Северо-Западный административный округ,район Южное Тушино,55.850000,37.420000,"бульвар Яна Райниса, дом 39"
3,16.484911,63,10572,Восточный административный округ,район Косино-Ухтомский,55.710000,37.870000,"Каскадная улица, дом 20, корпус 3"
2,6.549708,44,7301,Северо-Восточный административный округ,Бутырский район,55.810000,37.600000,"улица Руставели, дом 17"
1,7.494956,28,6168,Западный административный округ,район Филёвский Парк,55.740000,37.500000,"Кастанаевская улица, дом 7"
3,8.112115,77,15604,Западный административный округ,район Филёвский Парк,55.740000,37.490000,"Минская улица, дом 8, корпус 1"
3,5.450780,75,14470,Западный административный округ,район Раменки,55.730000,37.540000,"2-й Сетуньский проезд, дом 4"
2,10.569492,57,9120,Западный административный округ,район Раменки,55.690000,37.490000,"Мичуринский проспект, дом 54, корпус 4"
3,7.377444,71,9105,Западный административный округ,район Филёвский Парк,55.750000,37.500000,"Большая Филёвская улица, дом 13"
1,13.242717,22,4609,Западный административный округ,район Кунцево,55.730000,37.410000,"Кунцевская улица, дом 19, корпус 3"
2,8.969571,40,7773,Западный административный округ,район Фили-Давыдково,55.730000,37.480000,"улица Герасима Курина, дом 8, корпус 2"
2,7.083976,50,8518,Западный административный округ,район Раменки,55.720000,37.520000,"2-й Мосфильмовский переулок, дом 1"
1,12.627553,27,5252,Западный административный округ,район Кунцево,55.730000,37.420000,"Кунцевская улица, дом 4, корпус 2"
1,9.377442,34,5539,Западный административный округ,район Раменки,55.700000,37.500000,"Мичуринский проспект, дом 25, корпус 1"
1,8.733854,25,4388,Западный административный округ,район Раменки,55.710000,37.500000,"Мосфильмовская улица, дом 78"
3,12.141548,79,13593,Западный административный округ,район Тропарёво-Никулино,55.670000,37.490000,"проспект Вернадского, дом 91, корпус 2"
1,4.372451,23,4654,Центральный административный округ,Тверской район,55.790000,37.600000,"Новослободская улица, дом 58/12, строение 6"
2,8.089591,48,8620,Юго-Западный административный округ,район Котловка,55.680000,37.600000,"улица Ремизова, дом 3, корпус 2"
2,7.688729,44,8754,Восточный административный округ,район Соколиная Гора,55.780000,37.730000,"Мироновская улица, дом 9"
3,9.349587,61,11517,Северный административный округ,район Коптево,55.820000,37.530000,"Большая Академическая улица, дом 8, корпус 2"
2,13.935175,44,6439,Юго-Восточный административный округ,район Выхино-Жулебино,55.700000,37.820000,"Ташкентская улица, дом 21, корпус 2"
3,8.016761,55,10359,Северо-Восточный административный округ,Алексеевский район,55.820000,37.660000,"улица Бориса Галушкина, дом 18"
2,4.334323,39,7572,Центральный административный округ,Пресненский район,55.760000,37.550000,"Мантулинская улица, дом 5, строение 2"
3,18.086569,71,15437,Северо-Восточный административный округ,район Северный,55.910000,37.550000,"Челобитьевское шоссе, дом 14, корпус 3"
1,13.133204,31,5618,Северо-Восточный административный округ,район Южное Медведково,55.870000,37.620000,"Ясный проезд, дом 11"
1,9.269286,28,4281,Западный административный округ,район Очаково-Матвеевское,55.710000,37.490000,"Веерная улица, дом 14А"
1,5.363965,32,6645,Северо-Восточный административный округ,район Марьина Роща,55.800000,37.610000,"Октябрьская улица, дом 91А"
2,5.049163,46,8214,Западный административный округ,район Дорогомилово,55.740000,37.540000,"Кутузовский проспект, дом 30"
3,2.998012,55,10551,Западный административный округ,район Дорогомилово,55.750000,37.570000,"набережная Тараса Шевченко, дом 1"
1,8.730593,32,6135,Западный административный округ,район Фили-Давыдково,55.740000,37.480000,"Минская улица, дом 15, корпус 2"
2,18.072702,42,6240,Восточный административный округ,район Восточный,55.820000,37.880000,"Западная улица, дом 16Б"
2,15.145652,57,8138,Северо-Восточный административный округ,Лосиноостровский район,55.880000,37.700000,"Норильская улица, дом 4"
3,13.533088,59,10887,Северо-Восточный административный округ,Бабушкинский район,55.870000,37.670000,"Ленская улица, дом 6"
1,14.265981,26,4957,Северо-Восточный административный округ,район Южное Медведково,55.880000,37.630000,"Ясный проезд, дом 24, корпус 4"
1,15.358912,30,4613,Северо-Восточный административный округ,район Бибирево,55.890000,37.620000,"улица Плещеева, дом 24"
2,5.563136,43,7069,Северный административный округ,район Беговой,55.790000,37.560000,"Ленинградский проспект, дом 33, корпус 1"
1,10.165715,28,5690,Восточный административный округ,район Перово,55.750000,37.780000,"2-я Владимирская улица, дом 30, корпус 2"
3,5.049163,68,9778,Западный административный округ,район Дорогомилово,55.740000,37.540000,"Кутузовский проезд, дом 10"
2,8.002901,42,9038,Северо-Западный административный округ,район Хорошёво-Мнёвники,55.780000,37.500000,"проспект Маршала Жукова, дом 3"
2,12.999400,53,9861,Западный административный округ,район Тропарёво-Никулино,55.660000,37.490000,"улица 26-ти Бакинских Комиссаров, дом 3, корпус 3"
3,10.169452,66,12615,Северо-Западный административный округ,район Хорошёво-Мнёвники,55.790000,37.470000,"улица Маршала Тухачевского, дом 32, корпус 2"
2,10.933911,49,8779,Западный административный округ,район Очаково-Матвеевское,55.710000,37.460000,"Матвеевская улица, дом 42, корпус 5"
2,13.923953,52,9437,Западный административный округ,район Очаково-Матвеевское,55.670000,37.450000,"Озёрная улица, дом 29, корпус 3"
3,11.455029,63,11484,Западный административный округ,район Очаково-Матвеевское,55.700000,37.460000,"Очаковское шоссе, дом 8, корпус 4"
3,12.575758,58,9344,Западный административный округ,район Очаково-Матвеевское,55.690000,37.450000,"Очаковское шоссе, дом 13, корпус 1"
2,13.242717,55,8564,Западный административный округ,район Кунцево,55.730000,37.410000,"Партизанская улица, дом 9, корпус 1"
1,12.013561,24,4641,Западный административный округ,район Кунцево,55.730000,37.430000,"Полоцкая улица, дом 16"
2,8.854162,50,7914,Северо-Западный административный округ,район Хорошёво-Мнёвники,55.770000,37.480000,"улица Народного Ополчения, дом 11"
1,10.933577,30,5522,Северо-Восточный административный округ,район Свиблово,55.850000,37.630000,"Лазоревый проезд, дом 18"
3,5.363965,79,13832,Северо-Восточный административный округ,район Марьина Роща,55.800000,37.610000,"Октябрьская улица, дом 105"
3,4.372451,75,12477,Северо-Восточный административный округ,район Марьина Роща,55.790000,37.600000,"Тихвинская улица, дом 20"
2,15.645529,49,9041,Северо-Восточный административный округ,район Лианозово,55.890000,37.570000,"Абрамцевская улица, дом 2"
3,13.161127,59,9442,Западный административный округ,район Крылатское,55.770000,37.410000,"улица Крылатские Холмы, дом 36, корпус 3"
1,12.029260,29,5398,Северо-Восточный административный округ,район Отрадное,55.860000,37.610000,"улица Декабристов, дом 24А"
3,14.350517,53,10200,Северо-Восточный административный округ,Алтуфьевский район,55.880000,37.590000,"Алтуфьевское шоссе, дом 60Б"
1,13.141343,29,6507,Северо-Восточный административный округ,район Отрадное,55.870000,37.610000,"Северный бульвар, дом 17А"
1,16.562161,22,4566,Северо-Восточный административный округ,район Лианозово,55.900000,37.590000,"Алтуфьевское шоссе, дом 97, корпус 3"
1,7.688729,33,6497,Восточный административный округ,район Соколиная Гора,55.780000,37.730000,"Щербаковская улица, дом 32/7"
3,10.505248,80,14484,Западный административный округ,район Фили-Давыдково,55.720000,37.460000,"Инициативная улица, дом 9, корпус 2"
1,15.911805,23,3958,Южный административный округ,район Зябликово,55.630000,37.750000,"улица Мусы Джалиля, дом 5, корпус 5"
2,13.161127,45,8331,Западный административный округ,район Крылатское,55.770000,37.410000,"Крылатская улица, дом 29, корпус 1"
3,16.490707,74,9435,Северо-Западный административный округ,район Южное Тушино,55.850000,37.420000,"Туристская улица, дом 11, корпус 2"
3,15.113704,62,9826,Северо-Западный административный округ,район Покровское-Стрешнево,55.830000,37.420000,"1-й Тушинский проезд, дом 13"
3,3.713769,62,10811,Центральный административный округ,Красносельский район,55.780000,37.650000,"Пантелеевская улица, дом 2"
2,19.402849,49,5517,Северо-Западный административный округ,район Митино,55.840000,37.350000,"улица Барышиха, дом 17, корпус 1"
2,11.623064,48,9317,Юго-Западный административный округ,Обручевский район,55.660000,37.530000,"улица Академика Челомея, дом 6А"
3,10.065495,67,11461,Юго-Западный административный округ,Обручевский район,55.670000,37.550000,"улица Гарибальди, дом 28, корпус 3"
2,16.026868,48,7931,Северо-Западный административный округ,район Южное Тушино,55.850000,37.430000,"Аэродромная улица, дом 9"
2,15.292428,45,8809,Северо-Западный административный округ,район Южное Тушино,55.840000,37.430000,"улица Фабрициуса, дом 27, корпус 2"
1,13.923063,24,5155,Восточный административный округ,район Ивановское,55.750000,37.840000,"улица Молостовых, дом 15, корпус 2"
2,13.323037,47,8538,Восточный административный округ,район Ивановское,55.760000,37.830000,"улица Молостовых, дом 8, корпус 1"
1,10.239639,27,5598,Южный административный округ,Нагорный район,55.660000,37.620000,"Варшавское шоссе, дом 75Г"
2,11.352452,46,8488,Южный административный округ,Нагорный район,55.650000,37.620000,"Чонгарский бульвар, дом 1, корпус 2"
2,4.437966,55,9693,Южный административный округ,Даниловский район,55.720000,37.660000,"улица Симоновский Вал, дом 16, корпус 2"
3,4.437966,56,9905,Южный административный округ,Даниловский район,55.720000,37.660000,"улица Симоновский Вал, дом 24, корпус 2"
2,3.606346,50,8816,Южный административный округ,Даниловский район,55.730000,37.660000,"улица Симоновский Вал, дом 8"
3,15.078470,78,14778,Северо-Западный административный округ,район Строгино,55.810000,37.400000,"улица Кулакова, дом 17, корпус 2"
3,14.638268,75,11272,Северо-Западный административный округ,район Строгино,55.800000,37.400000,"Таллинская улица, дом 20, корпус 4"
2,15.574342,45,7494,Северо-Западный административный округ,район Южное Тушино,55.850000,37.440000,"Нелидовская улица, дом 18"
3,16.871943,56,11415,Южный административный округ,район Зябликово,55.620000,37.750000,"Кустанайская улица, дом 6, корпус 2"
1,4.877927,25,4645,Южный административный округ,Даниловский район,55.710000,37.640000,"Даниловская набережная, дом 4А"
1,5.049163,29,6494,Западный административный округ,район Дорогомилово,55.740000,37.540000,"Кутузовский проспект, дом 35/30, строение 1"
3,17.189185,59,9789,Южный административный округ,район Зябликово,55.620000,37.760000,"Ореховый бульвар, дом 71"
2,8.969571,58,9915,Западный административный округ,район Фили-Давыдково,55.730000,37.480000,"Кастанаевская улица, дом 31, корпус 3"
3,12.614726,77,16978,Юго-Западный административный округ,район Коньково,55.650000,37.530000,"Профсоюзная улица, дом 88/20"
3,19.324904,51,6943,Южный административный округ,район Бирюлёво Восточное,55.580000,37.660000,"Бирюлёвская улица, дом 50"
2,4.877927,40,8043,Южный административный округ,Даниловский район,55.710000,37.640000,"Даниловская набережная, дом 6"
1,1.751265,23,5150,Центральный административный округ,район Арбат,55.750000,37.590000,"улица Большая Молчановка, дом 26-28"
3,11.091802,64,11777,Северо-Восточный административный округ,район Свиблово,55.850000,37.650000,"проезд Нансена, дом 14"
2,13.154824,51,8419,Северо-Восточный административный округ,район Отрадное,55.870000,37.630000,"Юрловский проезд, владение 6А"
1,10.250132,30,6113,Южный административный округ,Нагорный район,55.660000,37.610000,"Симферопольский бульвар, дом 15"
2,16.490707,51,9693,Северо-Западный административный округ,район Южное Тушино,55.850000,37.420000,"проезд Донелайтиса, дом 25"
1,13.164323,23,5016,Восточный административный округ,район Вешняки,55.720000,37.820000,"Вешняковская улица, дом 37"
2,4.877927,50,9185,Южный административный округ,Даниловский район,55.710000,37.640000,"3-й Павелецкий проезд, дом 11А"
3,19.170208,51,7028,Северо-Восточный административный округ,район Северный,55.920000,37.550000,"Челобитьевское шоссе, дом 2, корпус 1"
2,10.933911,39,7754,Западный административный округ,район Очаково-Матвеевское,55.710000,37.460000,"Матвеевская улица, дом 42, корпус 1"
2,4.452949,51,10012,Центральный административный округ,Мещанский район,55.790000,37.640000,"Большая Переяславская улица, дом 17"
2,15.134145,46,8691,Северо-Западный административный округ,район Южное Тушино,55.850000,37.450000,"улица Фабрициуса, дом 4, строение 1"
3,14.817366,68,10017,Северо-Западный административный округ,район Южное Тушино,55.840000,37.440000,"Сходненская улица, дом 42"
1,11.361920,29,4776,Южный административный округ,Нагорный район,55.650000,37.610000,"Чонгарский бульвар, дом 17"
3,9.882387,78,13978,Южный административный округ,район Нагатинский Затон,55.680000,37.710000,"Коломенская набережная, дом 8"
3,19.317832,72,13996,Северо-Восточный административный округ,район Северный,55.920000,37.540000,"Дмитровское шоссе, дом 165Д, корпус 6"
2,6.449577,39,7149,Северный административный округ,Савёловский район,55.800000,37.560000,"улица Юннатов, дом 17, корпус 2"
1,6.266149,34,6373,Западный административный округ,район Дорогомилово,55.740000,37.520000,"площадь Победы, дом 2, корпус 2"
1,8.049647,31,5900,Южный административный округ,район Нагатино-Садовники,55.680000,37.630000,"1-й Нагатинский проезд, дом 16"
2,6.873423,37,6985,Северо-Восточный административный округ,Бутырский район,55.810000,37.580000,"улица Яблочкова, дом 4"
1,12.727281,34,6580,Западный административный округ,район Очаково-Матвеевское,55.680000,37.460000,"Большая Очаковская улица, дом 17"
1,13.154824,29,5609,Северо-Восточный административный округ,район Южное Медведково,55.870000,37.630000,"Ясный проезд, дом 16, корпус 1"
2,11.159112,42,7678,Северо-Восточный административный округ,район Отрадное,55.850000,37.580000,"Алтуфьевское шоссе, дом 13, корпус 1"
3,16.734556,56,9789,Юго-Западный административный округ,район Ясенево,55.610000,37.530000,"Ясногорская улица, дом 13, корпус 1"
1,16.471777,30,5222,Северо-Восточный административный округ,район Бибирево,55.900000,37.620000,"Белозерская улица, дом 17А"
2,17.849833,41,7428,Южный административный округ,район Орехово-Борисово Южное,55.610000,37.750000,"Ясеневая улица, дом 44/42"
1,17.757084,24,4067,Западный административный округ,район Солнцево,55.650000,37.400000,"Солнцевский проспект, дом 5, корпус 2"
2,13.779436,57,10294,Северный административный округ,район Ховрино,55.860000,37.510000,"Онежская улица, дом 53, корпус 1"
1,8.003516,30,5668,Западный административный округ,район Филёвский Парк,55.750000,37.490000,"Большая Филёвская улица, дом 22, строение 2"
3,9.892280,64,11192,Северо-Восточный административный округ,район Ростокино,55.840000,37.640000,"Сельскохозяйственная улица, дом 26, строение 6"
3,14.488431,54,11637,Северо-Восточный административный округ,Бабушкинский район,55.880000,37.660000,"Олонецкий проезд, дом 5"
1,2.008366,27,5150,Центральный административный округ,Тверской район,55.770000,37.620000,"улица Петровка, дом 26, строение 9"
1,16.739282,25,4501,Северо-Восточный административный округ,район Лианозово,55.900000,37.570000,"Угличская улица, владение 13, строение 8"
1,13.888306,28,4211,Северо-Восточный административный округ,Лосиноостровский район,55.870000,37.690000,"Шушенская улица, дом 8, строение 1"
1,15.016623,33,5906,Южный административный округ,район Орехово-Борисово Северное,55.630000,37.720000,"Борисовский проезд, дом 11, корпус 2"
1,15.365868,31,5550,Северо-Восточный административный округ,район Бибирево,55.890000,37.610000,"улица Плещеева, дом 3"
2,13.579843,47,9114,Юго-Восточный административный округ,район Марьино,55.660000,37.760000,"улица Перерва, дом 41, корпус 1"
2,10.144390,44,7522,Северо-Восточный административный округ,район Ростокино,55.840000,37.660000,"проспект Мира, дом 185, корпус 2"
2,15.346693,55,9444,Восточный административный округ,район Гольяново,55.830000,37.820000,"Курганская улица, дом 10"
1,10.144390,29,5395,Северо-Восточный административный округ,район Ростокино,55.840000,37.660000,"проспект Мира, дом 185, корпус 2"
1,7.867090,30,5524,Восточный административный округ,район Преображенское,55.800000,37.710000,"Просторная улица, дом 2"
2,15.614760,41,7826,Северо-Восточный административный округ,Ярославский район,55.880000,37.720000,"Ярославское шоссе, дом 142"
2,13.074539,58,10550,Северо-Восточный административный округ,Ярославский район,55.860000,37.700000,"улица Вешних Вод, дом 2, корпус 1"
2,10.298865,49,9717,Юго-Западный административный округ,район Зюзино,55.660000,37.600000,"Нахимовский проспект, дом 11, корпус 1"
1,9.892280,30,5239,Северо-Восточный административный округ,район Ростокино,55.840000,37.640000,"Сельскохозяйственная улица, дом 26, строение 6"
2,13.384117,42,7275,Юго-Западный административный округ,район Коньково,55.640000,37.540000,"улица Введенского, дом 13, корпус 2"
1,15.398228,21,3729,Северо-Восточный административный округ,район Бибирево,55.890000,37.600000,"улица Пришвина, дом 11"
3,7.639549,65,11601,Северо-Западный административный округ,район Хорошёво-Мнёвники,55.770000,37.500000,"улица Мнёвники, дом 10, корпус 1"
3,16.562161,68,10019,Северо-Восточный административный округ,район Бибирево,55.900000,37.590000,"Шенкурский проезд, дом 12А"
3,11.091802,67,11310,Северо-Восточный административный округ,район Свиблово,55.850000,37.650000,"проезд Серебрякова, дом 9, корпус 1"
1,2.061051,33,6155,Центральный административный округ,Тверской район,55.770000,37.610000,"Пушкинская площадь, дом 2"
3,3.837235,80,16528,Центральный административный округ,Басманный район,55.770000,37.670000,"Доброслободская улица, дом 16, корпус 2"
1,10.569492,32,6188,Западный административный округ,район Раменки,55.690000,37.490000,"улица Раменки, дом 25, корпус 3"
1,3.622918,26,6306,Западный административный округ,район Дорогомилово,55.750000,37.560000,"Кутузовский проспект, дом 4/2"
2,2.651281,55,11739,Центральный административный округ,Тверской район,55.770000,37.590000,"1-я Брестская улица, дом 41"
3,10.569492,71,11373,Западный административный округ,район Раменки,55.690000,37.490000,"улица Раменки, дом 9, корпус 4"
2,13.807505,47,8508,Западный административный округ,район Тропарёво-Никулино,55.660000,37.470000,"улица Академика Анохина, дом 34, корпус 1"
3,13.923953,60,11398,Западный административный округ,район Тропарёво-Никулино,55.670000,37.450000,"Никулинская улица, дом 23, корпус 3"
1,5.372382,35,7951,Южный административный округ,Даниловский район,55.710000,37.660000,"Автозаводская улица, дом 8"
2,14.264277,52,8288,Западный административный округ,район Тропарёво-Никулино,55.650000,37.480000,"проспект Вернадского, дом 86Д"
1,15.113704,22,4067,Северо-Западный административный округ,район Покровское-Стрешнево,55.830000,37.420000,"1-й Тушинский проезд, дом 15"
3,12.965607,60,9838,Северный административный округ,район Западное Дегунино,55.860000,37.540000,"Дегунинская улица, дом 2"
2,5.049163,51,9056,Западный административный округ,район Дорогомилово,55.740000,37.540000,"Студенческая улица, дом 30, корпус 1"
3,6.594324,69,13923,Западный административный округ,район Дорогомилово,55.730000,37.520000,"площадь Победы, дом 1, корпус Д"
2,12.585269,42,7649,Южный административный округ,район Чертаново Северное,55.640000,37.590000,"Балаклавский проспект, дом 33"
3,13.833829,57,9627,Южный административный округ,район Царицыно,55.630000,37.660000,"Весёлая улица, дом 12"
3,9.631194,52,9005,Восточный административный округ,район Перово,55.740000,37.770000,"улица Плеханова, дом 35"
3,9.892280,55,11332,Северо-Восточный административный округ,район Ростокино,55.840000,37.640000,"Сельскохозяйственная улица, дом 26"
1,8.953856,31,6981,Восточный административный округ,район Перово,55.760000,37.760000,"шоссе Энтузиастов, дом 50Б"
2,3.622918,43,8502,Западный административный округ,район Дорогомилово,55.750000,37.560000,"Платовская улица, дом 4"
1,9.999577,27,5592,Северо-Восточный административный округ,район Ростокино,55.840000,37.650000,"проспект Мира, дом 161"
2,15.570562,47,8511,Южный административный округ,район Орехово-Борисово Северное,55.620000,37.700000,"улица Маршала Захарова, дом 25, корпус 2"
3,9.090173,74,12829,Восточный административный округ,район Богородское,55.810000,37.720000,"Бойцовая улица, дом 20"
